OUI	Manufacturer	Registry	Short_Name	Registered_Date	Sources
50:19:11:D	MIKI KAIHATSU Co.,Ltd	MA-M		2026-06-30	IEEE
50:19:11:2	HBTECH	MA-M		2026-06-29	IEEE
08:25:32:5	MAX CO.,LTD.	MA-M		2026-07-01	IEEE
08:25:32:1	SERCOMM PHILIPPINES INC	MA-M		2026-07-02	IEEE
08:25:32:7	Embedded Systems SIA	MA-M		2026-07-02	IEEE
CC:39:53:6	Sky Wing Communication Electronics Co., Ltd.	MA-M		2026-07-10	IEEE
CC:39:53:4	Xuancheng Luxshare Precision Industry Co., Ltd.	MA-M		2026-07-10	IEEE
CC:39:53:E	Ningbo Xiaojiang IoT Technology Co., Ltd.	MA-M		2026-07-21	IEEE
7C:E4:A1:2	De Haardt bv	MA-M		2026-07-22	IEEE
7C:E4:A1:A	SZ Zuvi Technology Co., Ltd.	MA-M		2026-07-24	IEEE
B4:DF:43:3	Hangzhou Huasu Technology CO., LTD.	MA-M		2026-07-29	IEEE
84:E0:F4:9	SHENZHEN HCN.ELECTRONICS CO.,LTD.	MA-M		2016-05-29	IEEE
B4:DF:43:8	Qizhi Innovation (shenzhen) Conmmunication Technology Co., Ltd	MA-M		2026-07-30	IEEE
B4:DF:43:1	UTA WIRELESS S.R.L.	MA-M		2026-07-30	IEEE
B4:DF:43:6	Vi Lab	MA-M		2026-07-30	IEEE
D0:DA:24:1	WITSTEK HONGKONG LIMITED	MA-M		2026-07-31	IEEE
B4:DF:43:2	Wenzel Associates	MA-M		2026-07-30	IEEE
D0:DA:24:5	Shenzhen Zhangyue Technology Co.,Ltd	MA-M		2026-08-04	IEEE
D0:DA:24:D	AmenTech Inc.	MA-M		2026-08-04	IEEE
D0:DA:24:4	National Security Technology JSC	MA-M		2026-08-04	IEEE
30:BB:28:0	Digital Reach Pvt Ltd	MA-M		2026-08-11	IEEE
30:BB:28:3	Cellslink Intelligence Technology Co,Ltd	MA-M		2026-08-13	IEEE
30:BB:28:7	MSGQ TECHNOLOGIES SERVICES PRIVATE LIMITED	MA-M		2026-08-14	IEEE
30:BB:28:6	Sunwoda Mobility Energy Technology Co., Ltd.	MA-M		2026-08-13	IEEE
04:EC:A9:C	Broadcom Corporation	MA-M		2026-08-23	IEEE
04:EC:A9:9	Private	MA-M		2026-08-23	IEEE
EC:BA:34:1	Heizomat Gerätebau GmbH	MA-M		2026-08-27	IEEE
EC:BA:34:2	Safety electronic technology(huizhou) Co.,Ltd	MA-M		2026-08-26	IEEE
04:EC:A9:3	Hunan Zetian Zhihang Electronic Technology Co., Ltd.	MA-M		2026-08-25	IEEE
EC:BA:34:5	Aeon Super Ai Inc.	MA-M		2026-08-28	IEEE
EC:BA:34:6	Zhejiang Wanyou Intelligent Technology Co.,Ltd.	MA-M		2026-09-02	IEEE
EC:BA:34:4	CITIZEN T.I.C. CO., LTD.	MA-M		2026-09-04	IEEE
EC:BA:34:8	Dongguan Neith Electronic Industry Co., LTD	MA-M		2026-09-04	IEEE
EC:BA:34:C	Newtech Synergy Systems Pvt Ltd	MA-M		2026-09-02	IEEE
EC:BA:34:9	Digitus Biometrics, Inc.	MA-M		2026-09-01	IEEE
CC:82:7B:5	TALENTPROS SYSTEM INNOVATION CO., LTD.	MA-M		2026-09-10	IEEE
8C:1F:64:AF:A	DATA ELECTRONIC DEVICES, INC	MA-S		2023-07-18	IEEE
8C:1F:64:9B:9	QUERCUS TECHNOLOGIES, S.L.	MA-S		2023-07-20	IEEE
8C:1F:64:D0:F	Mecco LLC	MA-S		2023-07-20	IEEE
8C:1F:64:3E:E	BnB Information Technology	MA-S		2023-07-07	IEEE
8C:1F:64:09:6	IPCOMM GmbH	MA-S		2023-07-06	IEEE
8C:1F:64:9F:8	Exypnos - Creative Solutions LTD	MA-S		2023-07-11	IEEE
8C:1F:64:C1:6	ALISONIC SRL	MA-S		2023-07-15	IEEE
8C:1F:64:B7:A	MG s.r.l.	MA-S		2023-07-14	IEEE
8C:1F:64:12:9	Navtech Radar Ltd.	MA-S		2023-07-08	IEEE
8C:1F:64:05:5	Intercreate	MA-S		2023-07-13	IEEE
8C:1F:64:CA:9	Avant Technologies	MA-S		2023-06-24	IEEE
8C:1F:64:CF:D	Smart-VOD Pty Ltd	MA-S		2023-07-04	IEEE
70:B3:D5:06:0	RCH SPA	MA-S		2019-11-02	IEEE
70:B3:D5:78:6	RCH SPA	MA-S		2019-11-06	IEEE
8C:1F:64:03:D	HORIZON.INC	MA-S		2023-06-28	IEEE
8C:1F:64:7E:1	HEITEC AG	MA-S		2023-06-20	IEEE
8C:1F:64:27:B	Oriux	MA-S		2023-06-20	IEEE
8C:1F:64:80:F	ASYS Corporation	MA-S		2023-06-15	IEEE
8C:1F:64:58:9	HVRND	MA-S		2023-06-15	IEEE
8C:1F:64:5F:1	HD Link Co., Ltd.	MA-S		2023-06-07	IEEE
8C:1F:64:C8:D	Aeronautics Ltd.	MA-S		2023-06-13	IEEE
8C:1F:64:89:9	American Edge IP	MA-S		2023-05-19	IEEE
8C:1F:64:C1:C	Vektrex Electronics Systems, Inc.	MA-S		2023-05-26	IEEE
8C:1F:64:D9:3	Algodue Elettronica Srl	MA-S		2023-05-16	IEEE
8C:1F:64:04:8	FieldLine Medical	MA-S		2023-05-31	IEEE
8C:1F:64:C0:A	ACROLABS,INC	MA-S		2023-05-27	IEEE
8C:1F:64:56:E	Euklis srl	MA-S		2023-06-02	IEEE
8C:1F:64:AD:8	Novanta IMS	MA-S		2023-05-06	IEEE
8C:1F:64:48:F	Mecos AG	MA-S		2023-05-12	IEEE
8C:1F:64:74:E	OpenPark Technologies Kft	MA-S		2023-05-02	IEEE
8C:1F:64:A3:6	DONGGUAN GAGO ELECTRONICS CO.,LTD	MA-S		2023-04-25	IEEE
8C:1F:64:0B:6	Luke Granger-Brown	MA-S		2023-04-18	IEEE
8C:1F:64:D9:B	GiS mbH	MA-S		2023-04-14	IEEE
8C:1F:64:62:0	Solace Systems Inc.	MA-S		2023-04-05	IEEE
8C:1F:64:DF:C	Meiko Electronics Co.,Ltd.	MA-S		2023-04-06	IEEE
8C:1F:64:E7:4	Magosys Systems LTD	MA-S		2023-03-31	IEEE
8C:1F:64:3A:2	Kron Medidores	MA-S		2023-03-30	IEEE
70:B3:D5:CB:1	RADAR	MA-S		2019-01-15	IEEE
8C:1F:64:09:3	MAG Audio LLC	MA-S		2023-03-11	IEEE
8C:1F:64:1D:6	ZHEJIANG QIAN INFORMATION & TECHNOLOGIES	MA-S		2023-03-10	IEEE
8C:1F:64:A3:4	Potter Electric Signal Co. LLC	MA-S		2023-03-15	IEEE
70:B3:D5:6F:4	WDI Wise Device Inc.	MA-S		2019-05-03	IEEE
8C:1F:64:8E:8	Cominfo, Inc.	MA-S		2023-02-22	IEEE
8C:1F:64:28:6	i2s	MA-S		2023-02-11	IEEE
70:B3:D5:2D:7	Private	MA-S		2019-03-28	IEEE
8C:1F:64:03:C	Sona Business B.V.	MA-S		2023-03-11	IEEE
8C:1F:64:9E:6	MB connect line GmbH Fernwartungssysteme	MA-S		2023-03-11	IEEE
8C:1F:64:BD:B	Cardinal Scales Manufacturing Co	MA-S		2023-01-27	IEEE
8C:1F:64:40:8	techone system	MA-S		2023-01-31	IEEE
8C:1F:64:CC:2	TOYOGIKEN CO.,LTD.	MA-S		2023-01-31	IEEE
8C:1F:64:59:A	Primalucelab isrl	MA-S		2023-01-20	IEEE
8C:1F:64:EE:1	PuS GmbH und Co. KG	MA-S		2023-01-20	IEEE
8C:1F:64:F2:4	Albotronic	MA-S		2023-01-21	IEEE
8C:1F:64:02:5	SMITEC S.p.A.	MA-S		2023-01-26	IEEE
8C:1F:64:79:3	Aditec GmbH	MA-S		2023-01-11	IEEE
8C:1F:64:A3:1	Zing Communications Inc	MA-S		2023-01-01	IEEE
8C:1F:64:2C:D	Taiwan Vtron	MA-S		2023-01-01	IEEE
70:B3:D5:23:E	Tornado Modular Systems	MA-S		2015-11-29	IEEE
70:B3:D5:A8:7	Tornado Modular Systems	MA-S		2018-02-25	IEEE
8C:1F:64:80:3	MOSCA Elektronik und Antriebstechnik GmbH	MA-S		2022-12-14	IEEE
70:B3:D5:A3:3	TIAMA	MA-S		2016-07-31	IEEE
70:B3:D5:79:8	TIAMA	MA-S		2021-01-14	IEEE
8C:1F:64:75:6	Star Systems International Limited	MA-S		2022-12-14	IEEE
8C:1F:64:15:4	Flextronics International Kft	MA-S		2022-12-08	IEEE
8C:1F:64:0F:4	AW-SOM Technologies LLC	MA-S		2022-12-03	IEEE
8C:1F:64:AF:F	Qtechnology A/S	MA-S		2022-11-18	IEEE
8C:1F:64:29:3	Landis+Gyr Equipamentos de Medição Ltda	MA-S		2022-12-01	IEEE
8C:1F:64:A0:D	Lumiplan Duhamel	MA-S		2022-11-30	IEEE
8C:1F:64:5E:3	Nixer Ltd	MA-S		2022-12-01	IEEE
8C:1F:64:52:E	CLOUD TELECOM Inc.	MA-S		2022-12-01	IEEE
8C:1F:64:8E:3	UniTik Technology Co., Limited	MA-S		2022-11-23	IEEE
8C:1F:64:36:A	INVENTIS S.r.l.	MA-S		2022-11-23	IEEE
8C:1F:64:F8:4	KST technology	MA-S		2022-11-23	IEEE
8C:1F:64:77:B	DB SAS	MA-S		2022-11-29	IEEE
8C:1F:64:BF:1	Soha Jin	MA-S		2022-11-19	IEEE
8C:1F:64:59:3	Brillian Network & Automation Integrated System Co., Ltd.	MA-S		2022-11-03	IEEE
8C:1F:64:89:5	Dacom West GmbH	MA-S		2022-11-10	IEEE
8C:1F:64:25:1	Watchdog Systems	MA-S		2022-11-13	IEEE
8C:1F:64:37:F	Scarlet Tech Co., Ltd.	MA-S		2022-11-02	IEEE
8C:1F:64:6D:0	ABB	MA-S		2022-10-20	IEEE
8C:1F:64:78:F	Connection Systems	MA-S		2022-10-20	IEEE
8C:1F:64:CF:A	YUYAMA MFG Co.,Ltd	MA-S		2022-10-19	IEEE
8C:1F:64:B1:4	Murata Manufacturing CO., Ltd.	MA-S		2022-10-14	IEEE
8C:1F:64:74:4	CHASEO CONNECTOME	MA-S		2022-10-13	IEEE
8C:1F:64:9A:5	Xi‘an Shengxin Science& Technology Development Co.?Ltd.	MA-S		2023-03-11	IEEE
8C:1F:64:9E:8	GHM Messtechnik GmbH	MA-S		2022-09-29	IEEE
8C:1F:64:1D:8	Mesomat inc.	MA-S		2022-09-24	IEEE
8C:1F:64:90:D	Algodue Elettronica Srl	MA-S		2022-09-15	IEEE
8C:1F:64:9B:2	Emerson Rosemount Analytical	MA-S		2022-09-16	IEEE
70:B3:D5:6C:F	Private	MA-S		2016-10-09	IEEE
8C:1F:64:F2:F	Quantum Technologies Inc	MA-S		2022-09-02	IEEE
8C:1F:64:BC:3	FoxIoT OÜ	MA-S		2022-09-01	IEEE
8C:1F:64:67:6	sdt.net AG	MA-S		2022-08-26	IEEE
8C:1F:64:B0:8	Cronus Electronics	MA-S		2022-08-31	IEEE
8C:1F:64:11:7	Grossenbacher Systeme AG	MA-S		2022-08-18	IEEE
8C:1F:64:2A:1	Pantherun Technologies Pvt Ltd	MA-S		2022-08-31	IEEE
8C:1F:64:00:C	Guan Show Technologe Co., Ltd.	MA-S		2022-08-13	IEEE
8C:1F:64:46:2	REO AG	MA-S		2022-08-13	IEEE
8C:1F:64:9A:4	LabLogic Systems	MA-S		2022-08-12	IEEE
8C:1F:64:37:6	DIAS Infrared GmbH	MA-S		2022-08-12	IEEE
8C:1F:64:50:E	Panoramic Power	MA-S		2022-08-12	IEEE
8C:1F:64:2F:E	VERSITRON, Inc.	MA-S		2022-08-04	IEEE
8C:1F:64:0D:5	RealD, Inc.	MA-S		2022-08-16	IEEE
8C:1F:64:4F:9	Photonic Science and Engineering Ltd	MA-S		2022-08-03	IEEE
8C:1F:64:97:D	KSE GmbH	MA-S		2022-08-03	IEEE
8C:1F:64:44:E	GVA Lighting, Inc.	MA-S		2022-07-15	IEEE
70:B3:D5:41:A	HYOSUNG Heavy Industries Corporation	MA-S		2015-10-16	IEEE
8C:1F:64:C0:7	HYOSUNG Heavy Industries Corporation	MA-S		2022-06-24	IEEE
8C:1F:64:17:E	MI Inc.	MA-S		2022-07-06	IEEE
8C:1F:64:9B:6	GS Elektromedizinsiche Geräte G. Stemple GmbH	MA-S		2022-07-06	IEEE
8C:1F:64:55:6	BAE Systems	MA-S		2022-07-02	IEEE
8C:1F:64:83:E	Sicon srl	MA-S		2022-07-01	IEEE
8C:1F:64:7D:9	Noisewave Corporation	MA-S		2022-07-01	IEEE
8C:1F:64:4E:7	Circuit Solutions	MA-S		2022-07-08	IEEE
8C:1F:64:91:A	Profcon AB	MA-S		2022-06-21	IEEE
70:B3:D5:11:A	Mahindra Electric Mobility Limited	MA-S		2019-10-10	IEEE
8C:1F:64:17:9	Agrowtek Inc.	MA-S		2022-06-08	IEEE
8C:1F:64:20:8	Sichuan AnSphere Technology Co. Ltd.	MA-S		2022-06-16	IEEE
8C:1F:64:32:4	Kinetic Technologies	MA-S		2022-06-16	IEEE
8C:1F:64:CF:7	BusPas	MA-S		2022-06-11	IEEE
8C:1F:64:F4:3	wtec GmbH	MA-S		2022-05-25	IEEE
8C:1F:64:69:2	Nexilis Electronics India Pvt Ltd (PICSYS)	MA-S		2022-05-25	IEEE
8C:1F:64:36:5	VECTOR TECHNOLOGIES, LLC	MA-S		2022-06-01	IEEE
8C:1F:64:A5:1	BABTEL	MA-S		2022-06-02	IEEE
8C:1F:64:9F:F	Satelles Inc	MA-S		2022-05-06	IEEE
8C:1F:64:4A:E	KCS Co., Ltd.	MA-S		2022-05-06	IEEE
8C:1F:64:2C:5	SYSN	MA-S		2022-04-28	IEEE
8C:1F:64:9F:4	Grossenbacher Systeme AG	MA-S		2022-05-05	IEEE
8C:1F:64:DB:7	Lambda Systems Inc.	MA-S		2022-05-04	IEEE
8C:1F:64:94:9	tickIoT Inc.	MA-S		2022-04-14	IEEE
8C:1F:64:E9:0	MHE Electronics	MA-S		2022-04-07	IEEE
8C:1F:64:C5:7	Strategic Robotic Systems	MA-S		2022-03-31	IEEE
8C:1F:64:F2:C	Tunstall A/S	MA-S		2022-03-26	IEEE
8C:1F:64:27:4	INVIXIUM ACCESS INC	MA-S		2022-03-11	IEEE
8C:1F:64:A4:2	Rodgers Instruments US LLC	MA-S		2022-03-19	IEEE
8C:1F:64:95:8	Sanchar Telesystems limited	MA-S		2022-03-19	IEEE
8C:1F:64:8C:F	Diffraction Limited	MA-S		2022-03-29	IEEE
8C:1F:64:1E:F	Tantronic AG	MA-S		2022-03-26	IEEE
8C:1F:64:0B:0	Bunka Shutter Co., Ltd.	MA-S		2022-03-25	IEEE
8C:1F:64:62:2	Logical Product	MA-S		2022-03-05	IEEE
8C:1F:64:4D:6	Dan Smith LLC	MA-S		2022-03-06	IEEE
8C:1F:64:B3:B	Sicon srl	MA-S		2022-03-06	IEEE
8C:1F:64:F4:5	JBF	MA-S		2022-02-16	IEEE
8C:1F:64:76:5	Micro Electroninc Products	MA-S		2022-02-16	IEEE
8C:1F:64:05:9	MB connect line GmbH Fernwartungssysteme	MA-S		2022-02-12	IEEE
8C:1F:64:53:B	REFU Storage System GmbH	MA-S		2022-02-18	IEEE
8C:1F:64:88:3	DEUTA-WERKE GmbH	MA-S		2022-02-18	IEEE
8C:1F:64:66:0	LLC NTPC	MA-S		2022-01-28	IEEE
8C:1F:64:70:3	Calnex Solutions plc	MA-S		2022-01-26	IEEE
8C:1F:64:4E:5	Renukas Castle Hard- and Software	MA-S		2022-02-06	IEEE
8C:1F:64:F2:7	Tesat-Spacecom GmbH & Co. KG	MA-S		2022-02-04	IEEE
8C:1F:64:85:5	e.kundenservice Netz GmbH	MA-S		2022-01-23	IEEE
8C:1F:64:EB:5	Meiryo Denshi Corp.	MA-S		2022-01-23	IEEE
8C:1F:64:40:E	Baker Hughes EMEA	MA-S		2022-01-22	IEEE
8C:1F:64:96:7	DAVE SRL	MA-S		2022-01-20	IEEE
8C:1F:64:FB:A	Onto Innovation	MA-S		2022-01-12	IEEE
8C:1F:64:BF:0	Newtec A/S	MA-S		2022-01-09	IEEE
8C:1F:64:BF:B	TechArgos	MA-S		2022-01-15	IEEE
8C:1F:64:C6:8	FIBERME COMMUNICATIONS LLC	MA-S		2022-01-15	IEEE
8C:1F:64:77:5	Becton Dickinson	MA-S		2022-01-15	IEEE
8C:1F:64:59:F	Delta Computers LLC.	MA-S		2021-12-31	IEEE
8C:1F:64:7D:3	Suntech Engineering	MA-S		2022-01-06	IEEE
8C:1F:64:B7:B	Gateview Technologies	MA-S		2021-12-29	IEEE
8C:1F:64:FF:6	Ascon Tecnologic S.r.l.	MA-S		2022-01-05	IEEE
8C:1F:64:C9:7	Magnet-Physik Dr. Steingroever GmbH	MA-S		2021-12-09	IEEE
8C:1F:64:2B:6	Stercom Power Solutions GmbH	MA-S		2021-12-22	IEEE
8C:1F:64:88:D	Pantherun Technologies Pvt Ltd	MA-S		2021-12-15	IEEE
8C:1F:64:09:9	Pantherun Technologies Pvt Ltd	MA-S		2021-12-15	IEEE
8C:1F:64:F7:4	GE AVIC Civil Avionics Systems Company Limited	MA-S		2021-12-10	IEEE
8C:1F:64:1A:F	EnviroNode IoT Solutions	MA-S		2021-12-22	IEEE
8C:1F:64:E4:9	Samwell International Inc	MA-S		2021-12-01	IEEE
8C:1F:64:FD:3	SMILICS TECHNOLOGIES, S.L.	MA-S		2021-12-08	IEEE
70:B3:D5:FD:F	NARA CONTROLS INC.	MA-S		2015-05-31	IEEE
8C:1F:64:E9:9	Pantherun Technologies Pvt Ltd	MA-S		2021-11-24	IEEE
8C:1F:64:60:0	Anhui Chaokun Testing Equipment Co., Ltd	MA-S		2021-11-20	IEEE
8C:1F:64:7B:9	Deviceroy	MA-S		2021-11-17	IEEE
8C:1F:64:51:7	Smart Radar System, Inc	MA-S		2021-11-13	IEEE
8C:1F:64:10:3	KRONOTECH SRL	MA-S		2021-11-18	IEEE
8C:1F:64:64:7	Senior Group LLC	MA-S		2021-11-17	IEEE
8C:1F:64:16:E	Benchmark Electronics BV	MA-S		2021-10-30	IEEE
8C:1F:64:84:E	West Pharmaceutical Services, Inc.	MA-S		2021-10-29	IEEE
8C:1F:64:F3:1	International Water Treatment Maritime AS	MA-S		2021-10-28	IEEE
8C:1F:64:31:A	Asiga Pty Ltd	MA-S		2021-10-28	IEEE
8C:1F:64:11:1	ISAC SRL	MA-S		2021-11-03	IEEE
8C:1F:64:65:6	Optotune Switzerland AG	MA-S		2021-11-06	IEEE
8C:1F:64:F2:5	Misaka Network, Inc.	MA-S		2021-11-02	IEEE
8C:1F:64:EB:2	Aqua Broadcast Ltd	MA-S		2021-10-27	IEEE
8C:1F:64:17:7	Emcom Systems	MA-S		2021-10-09	IEEE
8C:1F:64:41:D	Aspen Spectra Sdn Bhd	MA-S		2021-10-09	IEEE
8C:1F:64:9C:3	Camozzi Automation SpA	MA-S		2021-10-09	IEEE
8C:1F:64:E4:1	Grossenbacher Systeme AG	MA-S		2021-10-09	IEEE
8C:1F:64:BF:4	Fluid Components Intl	MA-S		2021-10-23	IEEE
70:B3:D5:22:6	Yaviar LLC	MA-S		2015-05-10	IEEE
8C:1F:64:50:9	Season Electronics Ltd	MA-S		2023-03-11	IEEE
8C:1F:64:F9:6	SACO Controls Inc.	MA-S		2021-10-16	IEEE
8C:1F:64:F5:A	Telco Antennas Pty Ltd	MA-S		2021-10-13	IEEE
8C:1F:64:19:B	FeedFlo	MA-S		2021-10-23	IEEE
8C:1F:64:CE:E	DISPLAX S.A.	MA-S		2021-09-30	IEEE
8C:1F:64:2C:2	TEX COMPUTER SRL	MA-S		2021-10-05	IEEE
8C:1F:64:B7:7	Carestream Dental LLC	MA-S		2021-10-02	IEEE
8C:1F:64:BD:7	Union Electronic.	MA-S		2021-10-06	IEEE
8C:1F:64:4C:1	Clock-O-Matic	MA-S		2021-09-11	IEEE
8C:1F:64:A3:8	NuGrid Power	MA-S		2021-09-25	IEEE
8C:1F:64:57:A	NPO ECO-INTECH Ltd.	MA-S		2021-09-18	IEEE
8C:1F:64:08:B	Shanghai Shenxu Technology Co., Ltd	MA-S		2021-09-18	IEEE
8C:1F:64:A7:6	DEUTA-WERKE GmbH	MA-S		2021-09-09	IEEE
8C:1F:64:8A:E	Shenzhen Qunfang Technology Co., LTD.	MA-S		2021-08-28	IEEE
8C:1F:64:E7:7	GY-FX SAS	MA-S		2021-09-05	IEEE
8C:1F:64:DB:9	Ermes Elettronica s.r.l.	MA-S		2021-09-04	IEEE
8C:1F:64:00:3	Brighten Controls LLP	MA-S		2021-09-10	IEEE
8C:1F:64:E5:2	LcmVeloci ApS	MA-S		2021-09-03	IEEE
8C:1F:64:78:2	ATM LLC	MA-S		2021-08-25	IEEE
8C:1F:64:CE:F	Goertek Robotics Co.,Ltd.	MA-S		2021-08-24	IEEE
8C:1F:64:8A:9	Guan Show Technologe Co., Ltd.	MA-S		2021-08-07	IEEE
8C:1F:64:0A:B	Norbit ODM AS	MA-S		2021-08-12	IEEE
70:B3:D5:E7:6	Dorsett Technologies Inc	MA-S		2015-05-31	IEEE
8C:1F:64:4C:D	Guan Show Technologe Co., Ltd.	MA-S		2021-08-14	IEEE
8C:1F:64:F3:F	Industrial Laser Machines, LLC	MA-S		2021-08-12	IEEE
8C:1F:64:06:D	Monnit Corporation	MA-S		2021-07-30	IEEE
8C:1F:64:EA:A	KB Modul, LLC	MA-S		2021-08-04	IEEE
8C:1F:64:15:E	Dynomotion, Inc	MA-S		2021-08-03	IEEE
8C:1F:64:C4:0	Sciospec Scientific Instruments GmbH	MA-S		2021-08-03	IEEE
8C:1F:64:C2:7	Lift Ventures, Inc	MA-S		2021-08-05	IEEE
8C:1F:64:0C:5	TechnipFMC	MA-S		2021-07-23	IEEE
8C:1F:64:CA:D	General Motors	MA-S		2021-07-31	IEEE
8C:1F:64:77:C	Orange Tree Technologies Ltd	MA-S		2021-07-29	IEEE
8C:1F:64:3A:D	TowerIQ	MA-S		2021-07-08	IEEE
8C:1F:64:EC:1	Actronika SAS	MA-S		2021-07-08	IEEE
8C:1F:64:49:3	Security Products International, LLC	MA-S		2021-07-08	IEEE
8C:1F:64:38:2	Shenzhen ROLSTONE Technology Co., Ltd	MA-S		2021-07-09	IEEE
8C:1F:64:33:0	Vision Systems Safety Tech	MA-S		2021-07-08	IEEE
8C:1F:64:7A:1	Guardian Controls International Ltd	MA-S		2021-07-21	IEEE
8C:1F:64:AC:E	Rayhaan Networks	MA-S		2021-06-17	IEEE
8C:1F:64:39:7	Intel Corporate	MA-S		2021-06-25	IEEE
8C:1F:64:1B:6	Red Sensors Limited	MA-S		2021-06-26	IEEE
70:B3:D5:6B:B	LUCEO	MA-S		2015-03-15	IEEE
8C:1F:64:98:4	Abacus Peripherals Pvt Ltd	MA-S		2021-06-16	IEEE
8C:1F:64:7D:6	Algodue Elettronica Srl	MA-S		2021-07-01	IEEE
8C:1F:64:CE:3	Pixel Design & Manufacturing Sdn. Bhd.	MA-S		2021-06-06	IEEE
8C:1F:64:76:8	mapna group	MA-S		2021-06-05	IEEE
8C:1F:64:A5:C	Prosys	MA-S		2021-06-03	IEEE
8C:1F:64:57:2	ZMBIZI APP LLC	MA-S		2021-05-29	IEEE
8C:1F:64:28:A	Arcopie	MA-S		2021-06-04	IEEE
8C:1F:64:72:C	Antai technology Co.,Ltd	MA-S		2021-06-09	IEEE
8C:1F:64:19:3	Sicon srl	MA-S		2021-06-12	IEEE
8C:1F:64:C1:F	Esys Srl	MA-S		2021-06-10	IEEE
8C:1F:64:12:8	YULISTA INTEGRATED SOLUTION	MA-S		2021-06-13	IEEE
8C:1F:64:61:1	Siemens Industry Software Inc.	MA-S		2021-05-21	IEEE
8C:1F:64:87:8	Green Access Ltd	MA-S		2021-05-19	IEEE
8C:1F:64:B9:A	QUERCUS TECHNOLOGIES, S.L.	MA-S		2021-05-16	IEEE
8C:1F:64:F4:1	AUTOMATIZACION Y CONECTIVIDAD SA DE CV	MA-S		2021-04-29	IEEE
8C:1F:64:7F:1	AEM Singapore Pte Ltd	MA-S		2021-04-30	IEEE
8C:1F:64:42:B	Gamber Johnson-LLC	MA-S		2021-05-12	IEEE
8C:1F:64:21:C	LLC EMS-Expert	MA-S		2021-05-13	IEEE
8C:1F:64:72:6	DAVE SRL	MA-S		2021-05-06	IEEE
8C:1F:64:46:0	Solace Systems Inc.	MA-S		2021-04-23	IEEE
70:B3:D5:E2:7	Woodside Electronics	MA-S		2014-04-20	IEEE
70:B3:D5:E4:1	4neXt S.r.l.s.	MA-S		2021-04-03	IEEE
70:B3:D5:D0:B	Vendanor AS	MA-S		2021-04-02	IEEE
70:B3:D5:50:9	Tinkerforge GmbH	MA-S		2021-04-01	IEEE
70:B3:D5:03:6	Vema Venturi AB	MA-S		2021-02-07	IEEE
70:B3:D5:68:5	LDA Audiotech	MA-S		2021-03-14	IEEE
70:B3:D5:A1:4	aelettronica group srl	MA-S		2021-03-13	IEEE
70:B3:D5:69:8	ZIEHL-ABEGG SE	MA-S		2021-03-25	IEEE
70:B3:D5:3B:6	MedRx, Inc	MA-S		2021-03-25	IEEE
70:B3:D5:C1:9	Zumbach Electronic AG	MA-S		2021-03-10	IEEE
70:B3:D5:29:8	Reflexion Medical	MA-S		2021-03-07	IEEE
70:B3:D5:2C:6	AM General Contractor	MA-S		2021-03-06	IEEE
70:B3:D5:4E:6	Santa Barbara Imaging Systems	MA-S		2021-03-06	IEEE
70:B3:D5:20:B	KST technology	MA-S		2021-02-25	IEEE
70:B3:D5:BA:0	Season Electronics Ltd	MA-S		2021-02-26	IEEE
70:B3:D5:D1:3	IRT Technologies	MA-S		2021-02-25	IEEE
70:B3:D5:EC:0	ProtoConvert Pty Ltd	MA-S		2021-03-04	IEEE
70:B3:D5:8D:6	Beijing Xiansheng Technology Co., Ltd	MA-S		2021-02-21	IEEE
70:B3:D5:73:6	Jabil	MA-S		2020-04-15	IEEE
70:B3:D5:33:A	AudioTEC LLC	MA-S		2021-02-18	IEEE
70:B3:D5:D6:D	ACD Elekronik GmbH	MA-S		2021-02-10	IEEE
70:B3:D5:7E:6	11811347 CANADA Inc.	MA-S		2021-02-24	IEEE
70:B3:D5:13:7	Subject Link Inc	MA-S		2021-02-21	IEEE
70:B3:D5:1F:B	Crane-elec. Co., LTD.	MA-S		2021-02-21	IEEE
70:B3:D5:D4:5	Vemco Sp. z o. o.	MA-S		2021-02-04	IEEE
70:B3:D5:9F:F	Network Integrity Systems	MA-S		2021-02-12	IEEE
70:B3:D5:D2:1	biosilver .co.,ltd	MA-S		2021-02-09	IEEE
70:B3:D5:E0:5	Lobaro GmbH	MA-S		2021-03-12	IEEE
70:B3:D5:16:D	BluB0X Security, Inc.	MA-S		2021-01-29	IEEE
70:B3:D5:B0:A	Mitsubishi Electric India Pvt. Ltd.	MA-S		2023-03-11	IEEE
70:B3:D5:59:F	Megger Germany GmbH	MA-S		2021-01-23	IEEE
70:B3:D5:CE:0	M.S. CONTROL	MA-S		2021-01-08	IEEE
70:B3:D5:DD:A	Hubbell Power Systems	MA-S		2021-01-05	IEEE
70:B3:D5:6D:5	Potter Electric Signal Co. LLC	MA-S		2021-01-05	IEEE
70:B3:D5:26:5	Rapiot	MA-S		2021-01-15	IEEE
70:B3:D5:70:D	OMNISENSING PHOTONICS LLC	MA-S		2021-01-15	IEEE
70:B3:D5:A9:F	Master Meter Inc.	MA-S		2016-02-21	IEEE
70:B3:D5:B7:0	Torion Plasma Corporation	MA-S		2021-01-16	IEEE
70:B3:D5:74:6	Smart Systems LLC	MA-S		2021-01-21	IEEE
70:B3:D5:DA:0	Jiangsu Etern Compamy Limited	MA-S		2020-12-31	IEEE
