OUI	Manufacturer	Registry	Short_Name	Registered_Date	Sources
4C:EA:41:B	Hangzhou Hortwork Technology Co.,Ltd.	MA-M		2023-08-04	IEEE
4C:EA:41:2	SHENZHEN ATC Technology Co., Ltd	MA-M		2023-08-08	IEEE
4C:EA:41:8	WUXI LATCOS TECHNOLOGY AUTOMATION Co.Ltd.	MA-M		2023-08-08	IEEE
5C:F8:38:0	Hunan Guoke supercomputer Technologu Co.,LTD	MA-M		2023-08-17	IEEE
5C:F8:38:9	Benison Tech	MA-M		2023-08-17	IEEE
F4:1A:79:A	BIRTECH TECHNOLOGY	MA-M		2023-08-29	IEEE
1C:59:74:A	Viridi Parente, Inc.	MA-M		2022-02-20	IEEE
E4:95:6E:5	Bucher Automation Budapest	MA-M		2015-10-16	IEEE
F4:1A:79:B	Shenzhen High Speed Technology Co., Ltd	MA-M		2023-08-29	IEEE
F4:1A:79:C	TA Technology (Shanghai) Co., Ltd	MA-M		2023-08-29	IEEE
F4:1A:79:6	eddylab GmbH	MA-M		2023-08-29	IEEE
F4:1A:79:5	Meta-Bounds Inc.	MA-M		2023-08-29	IEEE
F4:1A:79:0	MetCom Solutions GmbH	MA-M		2023-08-30	IEEE
90:A9:F7:B	Kranze Technology Solutions, Inc.	MA-M		2023-09-12	IEEE
90:A9:F7:7	GUANGDONG KERUIDE ELECTRICAL TECHNOLOGY CO., LTD.	MA-M		2023-09-07	IEEE
90:A9:F7:6	Shenzhen Eevin Technology Co.,Ltd	MA-M		2023-09-06	IEEE
90:A9:F7:A	Chi Geng Technology Co., Ltd	MA-M		2023-09-09	IEEE
10:06:48:3	illuminous LLC	MA-M		2023-10-01	IEEE
10:06:48:0	FLEXTRONICS TECHNOLOGIES (INDIA) PVT LTD	MA-M		2023-10-01	IEEE
10:06:48:9	Annapurna labs	MA-M		2023-09-13	IEEE
B0:FD:0B:D	Habana Labs LTD.	MA-M		2019-02-07	IEEE
2C:C4:4F:E	Elcos srl	MA-M		2023-10-20	IEEE
2C:C4:4F:6	HM Corporation Ltd.	MA-M		2023-10-20	IEEE
2C:C4:4F:5	MOHAN ELECTRONICS AND SYSTEMS (OPTIVISION)	MA-M		2023-10-20	IEEE
10:06:48:D	Microvast Energy	MA-M		2023-10-20	IEEE
EC:9A:0C:9	TIANJIN MEITENG TECHNOLOGY CO.,LTD	MA-M		2023-10-20	IEEE
C8:98:DB:1	Block, Inc.	MA-M		2023-10-20	IEEE
EC:9A:0C:E	Risuntek Inc	MA-M		2023-10-20	IEEE
C8:98:DB:E	qihangzhitong	MA-M		2023-10-21	IEEE
C8:98:DB:C	Smartrend Manufacturing Group	MA-M		2023-10-21	IEEE
C8:98:DB:0	Unicore Communications Inc.	MA-M		2023-10-20	IEEE
78:39:2D:9	AVATR Co., LTD.	MA-M		2023-10-27	IEEE
C8:98:DB:3	Shenzhen Kedakeda Technology Co., Ltd.	MA-M		2023-10-24	IEEE
78:39:2D:D	Avantree Corporation	MA-M		2023-11-01	IEEE
10:DC:B6:C	BBPOS Limited	MA-M		2019-07-18	IEEE
78:39:2D:1	LivEye GmbH	MA-M		2023-11-01	IEEE
78:39:2D:E	Planeta Informática Ltda	MA-M		2023-11-03	IEEE
D4:61:37:9	Mavenir Systems, Inc.	MA-M		2022-08-27	IEEE
8C:55:70:D	EPSa Elektronik & Präzisionsbau Saalfeld GmbH	MA-M		2023-11-08	IEEE
A0:02:4A:1	Videndum Media Solutions Spa	MA-M		2020-11-10	IEEE
8C:55:70:C	Antronix Inc.	MA-M		2023-11-07	IEEE
34:00:8A:6	Sithon Technologies	MA-M		2017-05-14	IEEE
50:48:2C:4	HY-LINE Technology GmbH	MA-M		2023-05-06	IEEE
E8:FF:1E:6	Partizan Security s.r.o.	MA-M		2023-11-28	IEEE
E8:FF:1E:1	hard & softWERK GmbH	MA-M		2023-11-29	IEEE
8C:A6:82:9	Barkodes Bilgisayar Sistemleri Bilgi Iletisim ve Y	MA-M		2023-12-08	IEEE
8C:A6:82:4	China Information Technology Designing&Consulting Institute Co., Ltd.	MA-M		2023-12-08	IEEE
8C:A6:82:6	ShangHai Huijue Network Communication Equipment CO., Ltd.	MA-M		2023-12-13	IEEE
8C:A6:82:0	AI SECURITY Co.Ltd.	MA-M		2023-12-06	IEEE
D0:A0:11:4	SUMICO	MA-M		2023-12-22	IEEE
28:2C:02:8	Shenzhen Neoway Technology Co.,Ltd.	MA-M		2017-10-22	IEEE
78:E9:96:8	Shenzhen Zhiting Technology Co.,Ltd	MA-M		2024-01-03	IEEE
34:C8:D6:9	Laxton Group Limited	MA-M		2024-01-12	IEEE
78:E9:96:E	Bita-International Co.,Ltd	MA-M		2024-01-11	IEEE
34:C8:D6:0	Shenzhen Zhangyue Technology Co., Ltd	MA-M		2024-01-13	IEEE
34:C8:D6:3	kratos network pte.ltd.	MA-M		2024-01-17	IEEE
34:C8:D6:D	eight	MA-M		2024-01-17	IEEE
34:C8:D6:6	Signalwing Corporation	MA-M		2024-01-17	IEEE
80:A5:79:C	BluArmor	MA-M		2024-01-20	IEEE
80:A5:79:4	Hardened Networks	MA-M		2024-01-26	IEEE
80:A5:79:5	Potron Technology Co.,Ltd.	MA-M		2024-01-24	IEEE
80:A5:79:D	Guangdong Province Ivsuan technology co., ltd	MA-M		2024-01-30	IEEE
80:A5:79:E	Unplugged Technologies Ltd.	MA-M		2024-01-31	IEEE
90:15:64:7	Hangzhou System Technology Co.,Ltd	MA-M		2024-02-03	IEEE
90:15:64:8	Heliogen	MA-M		2024-02-03	IEEE
90:15:64:D	Jiangsu Kangjie Data Co., Ltd.	MA-M		2024-02-08	IEEE
08:63:32:8	in.hub GmbH	MA-M		2024-02-21	IEEE
08:63:32:A	Dynacom Communication	MA-M		2024-02-15	IEEE
08:63:32:D	akYtec GmbH	MA-M		2024-02-17	IEEE
48:E6:63:2	Beijing Jingdong Qianshi Technology Co.,Ltd.	MA-M		2024-02-28	IEEE
48:E6:63:3	MAKERFABS	MA-M		2024-02-28	IEEE
48:E6:63:D	Neureality ltd	MA-M		2024-02-28	IEEE
C4:CC:37:9	Skychers Creations ShenZhen Limited	MA-M		2024-03-07	IEEE
C4:CC:37:D	Netavo Global Data Services Ltd	MA-M		2024-03-07	IEEE
C4:CC:37:8	SmartLicht systems co., ltd	MA-M		2024-03-07	IEEE
60:A4:34:3	Shenzhen lncar Technology Co.,Ltd	MA-M		2024-03-19	IEEE
60:A4:34:C	Annapurna labs	MA-M		2024-03-14	IEEE
C8:FF:BF:7	Indra Renewable Technologies	MA-M		2024-03-29	IEEE
5C:5A:4C:4	YIHUA COMMUNICATIONS(HUIZHOU)CO.,LTD	MA-M		2024-04-16	IEEE
5C:5A:4C:9	Linktech Systerm Technology Co.,Ltd	MA-M		2024-04-16	IEEE
5C:87:D8:E	Beijing Townsky Technology Co.,Ltd	MA-M		2024-04-16	IEEE
5C:87:D8:C	DRAGONGLASS TECHNOLOGY(SHENZHEN)CO.,LTD.	MA-M		2024-04-12	IEEE
10:63:A3:E	Annapurna labs	MA-M		2024-04-09	IEEE
5C:5A:4C:6	Shenzhen Sunsoont Technology Co.,Ltd	MA-M		2024-04-24	IEEE
5C:5A:4C:0	Jinchuan Group Co.,Ltd	MA-M		2024-04-23	IEEE
5C:5A:4C:D	Aeva, Inc.	MA-M		2024-04-23	IEEE
5C:5A:4C:C	tarm AG	MA-M		2024-04-23	IEEE
F8:7A:39:3	Overview Limited	MA-M		2024-04-26	IEEE
F8:7A:39:5	tatwah SA	MA-M		2024-05-02	IEEE
EC:5B:CD:A	CareSix Inc.	MA-M		2024-05-08	IEEE
EC:5B:CD:C	Quicklert Inc	MA-M		2024-05-07	IEEE
EC:5B:CD:2	Sfera Labs S.r.l.	MA-M		2024-05-10	IEEE
08:DA:33:7	Origalys ElectroChem SAS	MA-M		2024-05-29	IEEE
34:46:63:8	Bluesoo Tech (HongKong) Co.,Limited	MA-M		2024-05-22	IEEE
34:46:63:B	Grohe AG	MA-M		2024-05-24	IEEE
08:DA:33:2	Shenzhen Zhenghao lnnovation Techenology Co.,LTD	MA-M		2024-06-01	IEEE
F4:20:55:8	Huzhou Luxshare Precision Industry Co.LTD	MA-M		2024-06-18	IEEE
48:E6:C6:E	BEUPSYS	MA-M		2024-06-18	IEEE
F4:20:55:E	Shenzhen Keyking Technology Limited	MA-M		2024-06-26	IEEE
F4:20:55:1	Sichuan Gengyuan Technology Co.,Ltd	MA-M		2024-06-26	IEEE
F4:20:55:4	Pulsotronic-Anlagentechnik GmbH	MA-M		2024-06-26	IEEE
24:86:25:8	Ningbo Sigmatek Automation Co., Ltd.	MA-M		2024-06-28	IEEE
F4:20:55:7	Beyond Laser Systems LLC	MA-M		2024-06-22	IEEE
24:86:25:6	ADTEK	MA-M		2024-07-02	IEEE
24:86:25:E	Hangzhou UPAI Technology Co., Ltd	MA-M		2024-07-03	IEEE
AC:86:D1:B	shenzhen ceita communications technology co.,ltd	MA-M		2024-07-09	IEEE
AC:86:D1:7	Quantum-Systems GmbH	MA-M		2024-07-10	IEEE
AC:86:D1:C	MOTUSTECHS(Wuhan)Co.,Ltd.	MA-M		2024-07-11	IEEE
AC:86:D1:A	EMIT GmbH	MA-M		2024-07-09	IEEE
AC:86:D1:E	Retina Development B.V.	MA-M		2024-07-17	IEEE
AC:86:D1:9	Annapurna labs	MA-M		2024-07-13	IEEE
48:5E:0E:5	GlobalXtreme	MA-M		2024-07-18	IEEE
48:5E:0E:A	AIGNEP SPA	MA-M		2024-07-24	IEEE
C4:FF:84:A	Openeye	MA-M		2024-07-25	IEEE
C4:FF:84:E	Elbit system EW and SIGINT Elisra ltd	MA-M		2024-07-30	IEEE
C4:FF:84:D	AOSAISHI (HONG KONG) CO.,LIMITED	MA-M		2024-07-27	IEEE
14:1F:BA:6	Hitachi Rail RCS France SAS	MA-M		2015-10-16	IEEE
EC:A7:B1:9	Print International Limited	MA-M		2024-08-03	IEEE
F4:3A:FA:5	Grayeye IT Systems Private Limited	MA-M		2024-08-10	IEEE
EC:A7:B1:2	Annapurna labs	MA-M		2024-08-09	IEEE
EC:A7:B1:3	Strongbyte Solutions Limited	MA-M		2024-08-09	IEEE
F4:3A:FA:6	sungshinsolution	MA-M		2024-08-17	IEEE
F4:3A:FA:C	Lenovo India Private Limited	MA-M		2024-08-17	IEEE
F4:3A:FA:A	Annapurna labs	MA-M		2024-08-21	IEEE
C0:48:2F:2	AISWEI Technology Co.	MA-M		2024-08-24	IEEE
C0:48:2F:1	Sichuan Xutai communication equipment Co., LTD	MA-M		2024-08-24	IEEE
C0:48:2F:7	Megawin Switchgear Pvt. Ltd.	MA-M		2024-08-22	IEEE
C0:48:2F:0	PROTECT A/S	MA-M		2024-08-22	IEEE
BC:31:98:A	FCL COMPONENTS LIMITED	MA-M		2023-04-05	IEEE
24:A3:F0:8	Weihai Hualing Opto-electronics Co., Ltd.	MA-M		2024-08-29	IEEE
C0:48:2F:3	Qingdao Xijiao Ruihang Rail Equipment Co., Ltd.	MA-M		2024-08-28	IEEE
24:A3:F0:9	EONCA Corporation	MA-M		2024-08-30	IEEE
3C:DC:03:5	Zhuhai Means Company Limited	MA-M		2024-09-10	IEEE
24:A3:F0:D	Micro Electroninc Products	MA-M		2024-09-07	IEEE
24:A3:F0:2	Magna Hong Co., Ltd.	MA-M		2024-09-07	IEEE
3C:DC:03:4	Annapurna labs	MA-M		2024-09-13	IEEE
3C:DC:03:9	ible Technology Inc.	MA-M		2024-09-19	IEEE
74:25:84:1	Creative Synergy Ventures Pty. Ltd.	MA-M		2024-09-24	IEEE
74:25:84:E	WDJ Hi-Tech Inc.	MA-M		2024-10-05	IEEE
74:25:84:9	Sercomm Japan Corporation	MA-M		2024-10-01	IEEE
3C:DC:03:C	Shenzhen Longsight Technology Co., Ltd.	MA-M		2024-09-24	IEEE
B0:47:5E:3	Qsic Pty Ltd	MA-M		2024-10-15	IEEE
B0:47:5E:7	MK Vision Joint Stock Company	MA-M		2024-10-17	IEEE
AC:EF:92:B	Hunan ciwei intelligent Technology Co., LTD	MA-M		2024-10-25	IEEE
AC:EF:92:D	Robotic Assistance Devices Residential Inc	MA-M		2024-10-19	IEEE
AC:EF:92:4	LIFT CONTROLS PRIVATE LIMITED	MA-M		2024-10-25	IEEE
0C:47:A9:C	Annapurna labs	MA-M		2024-11-05	IEEE
0C:47:A9:5	Everon Co., Ltd.	MA-M		2024-11-07	IEEE
0C:47:A9:B	Shenzhen Hebang Electronic Co., Ltd	MA-M		2024-11-06	IEEE
EC:74:CD:8	TRANS AUDIO VIDEO SRL	MA-M		2024-11-12	IEEE
90:88:A9:4	asmote ltd.	MA-M		2024-11-21	IEEE
90:88:A9:0	shenzhen zovoton electronic co.,ltd	MA-M		2024-11-21	IEEE
EC:74:CD:C	Smart Data (Shenzhen) Intelligent System Co., Ltd.	MA-M		2024-11-19	IEEE
90:88:A9:D	REMOWIRELESS COMMUNICATION INTERNATIONAL CO.,LIMITED	MA-M		2024-11-22	IEEE
90:88:A9:C	Rikom Technologies Sdn Bhd	MA-M		2024-11-26	IEEE
90:88:A9:8	Samway Electronic SRL	MA-M		2024-11-23	IEEE
A4:59:D3:0	VTECH Technology Corportion	MA-M		2024-12-12	IEEE
D0:AA:5F:E	MBX International Ltd.	MA-M		2024-12-10	IEEE
A4:59:D3:A	OREX SAI Inc.	MA-M		2024-12-10	IEEE
A4:59:D3:8	GOT CO.,LTD	MA-M		2024-12-17	IEEE
A4:59:D3:7	DONG GUAN FU QIANG ELECTRONIC CO.,LTD	MA-M		2024-12-17	IEEE
A4:59:D3:E	Ngen d.o.o.	MA-M		2024-12-19	IEEE
58:23:BC:3	SHSYSTEM.Co.,LTD	MA-M		2024-12-20	IEEE
58:23:BC:D	New Energy Technology Co.,Ltd	MA-M		2024-12-27	IEEE
58:23:BC:E	BROADRADIO INTERNATIONAL PTE.LTD.	MA-M		2025-01-04	IEEE
BC:DF:E1:8	Cortex Systems	MA-M		2025-01-09	IEEE
9C:E5:49:9	Hangzhou Xieneng Technology Co., Ltd.	MA-M		2025-01-29	IEEE
9C:E5:49:2	Volumatic Limited	MA-M		2025-01-29	IEEE
9C:E5:49:D	Annapurna labs	MA-M		2025-02-06	IEEE
04:A1:6F:C	Broadband International	MA-M		2025-02-21	IEEE
6C:27:C8:C	SHENZHEN EVIEW GPS TECHNOLOGY	MA-M		2025-03-08	IEEE
6C:27:C8:E	ScentedVents	MA-M		2025-03-13	IEEE
6C:27:C8:0	Looki Tech Limited	MA-M		2025-03-13	IEEE
F8:2B:E6:5	VNT electronics s.r.o.	MA-M		2025-03-20	IEEE
04:C9:8B:D	Shenzhen Xiangrui Shixian Technology Co., Ltd.	MA-M		2025-03-27	IEEE
04:C9:8B:9	Beijing BOE optoelectronic Technology Co. Ltd	MA-M		2025-03-29	IEEE
04:C9:8B:3	ShenZhen Link-High Technology CO.,LIMITED	MA-M		2025-04-01	IEEE
04:C9:8B:5	Solana Mobile Inc.	MA-M		2025-04-01	IEEE
38:05:25:6	Shenzhen Blovedream Technology Co., Ltd	MA-M		2025-04-08	IEEE
38:05:25:D	Halliday Holdings PTE. LTD.	MA-M		2025-04-08	IEEE
F0:12:04:9	FLEXTRONICS TECH I PVT LTD	MA-M		2025-04-23	IEEE
DC:76:C3:1	Bangyan Technology Co., Ltd	MA-M		2025-04-19	IEEE
C0:83:59:4	UNA Digital Inc.	MA-M		2018-04-29	IEEE
F0:12:04:0	Annapurna labs	MA-M		2025-04-29	IEEE
2C:7A:F4:D	Flextronics Automotive USA, Inc	MA-M		2025-05-06	IEEE
2C:7A:F4:C	Reonel Oy	MA-M		2025-05-06	IEEE
2C:7A:F4:7	Jinan LinkCtrl IoT Co., Ltd	MA-M		2025-05-09	IEEE
FC:A2:DF:A	BPL MEDICAL TECHNOLOGIES PRIVATE LIMITED	MA-M		2025-05-15	IEEE
FC:A2:DF:5	Annapurna labs	MA-M		2025-05-20	IEEE
FC:A2:DF:2	PDI COMMUNICATION SYSTEMS INC.	MA-M		2025-05-17	IEEE
FC:A2:DF:D	MBio Diagnostics, Inc.	MA-M		2025-05-16	IEEE
04:58:5D:9	Dron Edge India Private Limited	MA-M		2025-05-23	IEEE
04:58:5D:4	Integrated Technical Vision Ltd	MA-M		2025-05-24	IEEE
04:58:5D:3	REXXON GmbH	MA-M		2025-05-28	IEEE
04:58:5D:2	Foxconn Brasil Industria e Comercio Ltda	MA-M		2025-05-22	IEEE
04:58:5D:5	Sercomm Japan Corporation	MA-M		2025-05-23	IEEE
D4:A0:FB:A	IMPULSE CCTV NETWORKS INDIA PVT. LTD.	MA-M		2025-06-05	IEEE
D4:A0:FB:D	FASTWEL ELECTRONICS INDIA PRIVATE LIMITED	MA-M		2025-06-06	IEEE
D4:A0:FB:2	Beijing Lingji Innovations technology Co,LTD.	MA-M		2025-06-11	IEEE
D4:A0:FB:E	GTEK GLOBAL CO.,LTD	MA-M		2025-06-12	IEEE
B0:CC:CE:A	Shenzhen Dangs Science and Technology CO.,Ltd.	MA-M		2025-06-17	IEEE
B0:CC:CE:9	Taiv Inc	MA-M		2025-06-19	IEEE
78:78:35:1	ENQT GmbH	MA-M		2025-06-26	IEEE
78:78:35:C	DBG Communications Technology Co.,Ltd.	MA-M		2025-06-26	IEEE
78:78:35:D	Suzhou Chena Information Technology Co., Ltd.	MA-M		2025-06-23	IEEE
78:78:35:B	Shanghai Intchains Technology Co., Ltd.	MA-M		2025-06-23	IEEE
78:78:35:E	NEOARK Corporation	MA-M		2025-07-01	IEEE
78:78:35:3	SHENZHEN CHUANGWEI ELECTRONIC APPLIANCE TECH CO., LTD.	MA-M		2025-07-01	IEEE
FC:E4:98:6	Videonetics Technology Private Limited	MA-M		2025-07-03	IEEE
FC:E4:98:7	E Haute Intelligent Technology Co., Ltd	MA-M		2025-07-09	IEEE
34:B5:F3:4	LAUMAS Elettronica s.r.l.	MA-M		2025-07-18	IEEE
00:6A:5E:1	BroadMaster Biotech Corp	MA-M		2025-07-24	IEEE
34:B5:F3:1	Satco Europe GmbH	MA-M		2025-07-22	IEEE
00:6A:5E:9	Annapurna labs	MA-M		2025-07-25	IEEE
00:6A:5E:0	TRULY ELECTRONICS MFG.,LTD	MA-M		2025-07-25	IEEE
48:08:EB:2	Guangdong Three Link Technology Co., Ltd	MA-M		2025-08-18	IEEE
48:08:EB:0	ELOC8 SRO	MA-M		2025-08-18	IEEE
E0:23:3B:9	HANET TECHNOLOGY	MA-M		2025-08-15	IEEE
E0:23:3B:4	The KIE	MA-M		2025-08-15	IEEE
50:FA:CB:7	ZENOPIX TEKNOLOJI SAN VE TIC LTD STI	MA-M		2025-08-27	IEEE
48:08:EB:E	uniline energy systems pvt ltd	MA-M		2025-08-27	IEEE
50:FA:CB:A	Varex Imaging Finland	MA-M		2025-08-28	IEEE
9C:E4:50:A	AUO DISPLAY PLUS CORPORATION	MA-M		2025-09-03	IEEE
9C:E4:50:0	Shenzhen Chengzhao Technology Co., Ltd.	MA-M		2025-09-08	IEEE
C4:98:94:7	Shanghai Kanghai Information System CO.,LTD.	MA-M		2022-07-27	IEEE
34:46:63:9	Shanghai Kanghai Information System CO.,LTD.	MA-M		2024-05-21	IEEE
04:A1:6F:0	Shanghai Kanghai Information System CO.,LTD.	MA-M		2025-02-19	IEEE
78:13:05:9	Shanghai Kanghai Information System CO.,LTD.	MA-M		2021-04-22	IEEE
58:47:CA:6	Shanghai Kanghai Information System CO.,LTD.	MA-M		2022-06-22	IEEE
DC:76:C3:3	Shanghai Kanghai Information System CO.,LTD.	MA-M		2025-04-19	IEEE
E0:23:3B:B	Shanghai Kanghai Information System CO.,LTD.	MA-M		2025-08-11	IEEE
24:A1:0D:5	Avantel Limited	MA-M		2025-09-10	IEEE
24:A1:0D:3	Rhymebus corporation	MA-M		2025-09-15	IEEE
24:A1:0D:4	Dongguan Taijie Electronics Technology Co.,Ltd	MA-M		2025-09-16	IEEE
24:A1:0D:8	Luxvisions lnnovation TechnologyCorp.Limited	MA-M		2025-09-17	IEEE
F0:40:AF:A	SIEMENS AG	MA-M		2025-09-19	IEEE
E8:F6:D7:B	GUANGZHOU PANYU JUDA CAR AUDIO EQUIPMENT CO.,LTD	MA-M		2025-09-30	IEEE
E8:F6:D7:1	PRECISION FUKUHARA WORKS,LTD.	MA-M		2025-10-01	IEEE
74:33:36:6	Baumer Inspection GmbH	MA-M		2025-10-10	IEEE
74:33:36:3	Shenzhen DBG Innovation Tech Limited	MA-M		2025-10-10	IEEE
0C:BF:B4:8	Changzhou Asia Networks Information Technology Co., Ltd	MA-M		2025-10-20	IEEE
0C:BF:B4:7	Odyssey Robot LLC	MA-M		2025-10-18	IEEE
0C:BF:B4:2	Macnica Technology	MA-M		2025-10-21	IEEE
0C:BF:B4:C	ShenZhen Zeal-All Technology Co.,Ltd	MA-M		2025-10-25	IEEE
0C:BF:B4:B	대한전력전자	MA-M		2025-10-23	IEEE
0C:BF:B4:6	Prolight Concepts (UK) Ltd	MA-M		2025-10-21	IEEE
0C:BF:B4:E	Shenzhen PengBrain Technology Co.,Ltd	MA-M		2025-10-28	IEEE
20:2B:DA:7	Chongqing Ruishixing Technology Co., Ltd	MA-M		2025-10-29	IEEE
20:2B:DA:8	BRUSH ELECTRICAL MACHINES LTD	MA-M		2025-10-31	IEEE
20:2B:DA:0	IK MULTIMEDIA PRODUCTION SRL	MA-M		2025-11-01	IEEE
20:2B:DA:3	CtrlMovie AG	MA-M		2025-11-11	IEEE
20:2B:DA:D	Transit Solutions, LLC.	MA-M		2025-11-07	IEEE
20:2B:DA:4	Teletek Electronics JSC	MA-M		2025-11-08	IEEE
20:2B:DA:5	Plato System Development B.V.	MA-M		2025-11-08	IEEE
58:76:07:C	BOE Technology Group Co., Ltd.	MA-M		2025-11-19	IEEE
5C:5C:75:2	youyeetoo	MA-M		2025-11-25	IEEE
5C:5C:75:1	TECTOY S.A	MA-M		2025-11-26	IEEE
58:76:07:A	INP Technologies Ltd	MA-M		2025-11-21	IEEE
58:76:07:E	SHENZHEN GAGO ELECTRONICS CO.,LTD	MA-M		2025-11-21	IEEE
5C:5C:75:C	Siemens Sensors & Communication Ltd.	MA-M		2025-11-28	IEEE
5C:5C:75:6	Ebet Systems	MA-M		2025-12-03	IEEE
58:AD:08:A	Gateview Technologies	MA-M		2025-12-04	IEEE
58:AD:08:1	AINOS INC. TAIWAN BRANCH	MA-M		2025-12-11	IEEE
7C:BC:84:4	AUMOVIO France S.A.S.	MA-M		2018-09-07	IEEE
58:AD:08:0	NEOiD	MA-M		2025-12-12	IEEE
B4:AB:F3:7	FrontGrade Technologies	MA-M		2025-12-17	IEEE
58:AD:08:5	Vanguard Protex Global	MA-M		2025-12-16	IEEE
60:15:9F:4	MICRO-TEX PTE.LTD.	MA-M		2025-12-23	IEEE
B4:AB:F3:5	Shenzhen Quanzhixin Information Technology Co.,Ltd	MA-M		2025-12-19	IEEE
60:15:9F:2	Voxai Technology Co.,Ltd.	MA-M		2025-12-23	IEEE
60:15:9F:0	yst	MA-M		2025-12-22	IEEE
60:15:9F:3	Hubei HanRui Jing Automotive Intelligent System Co.,Ltd	MA-M		2025-12-24	IEEE
60:15:9F:5	Beijing Yillion Deepcompute Technology Co., Ltd	MA-M		2025-12-24	IEEE
80:77:86:3	Demeas	MA-M		2025-12-31	IEEE
60:15:9F:7	Critical Loop	MA-M		2025-12-24	IEEE
80:77:86:E	Arc networks pvt ltd	MA-M		2026-01-12	IEEE
80:77:86:C	Cornerstone Technology (Shenzhen) Limited	MA-M		2026-01-06	IEEE
80:77:86:5	ADIANCE TECHNOLOGIES PVT LTD	MA-M		2026-01-07	IEEE
08:3C:03:9	INNOS TECHNOLOGIES INC.	MA-M		2026-01-16	IEEE
34:D7:F5:8	AIoTrust	MA-M		2026-01-27	IEEE
34:D7:F5:C	Lucy Electric Manufacturing and Technologies India Pvt Ltd	MA-M		2026-01-23	IEEE
04:A1:6F:4	Akubela Co., Ltd.	MA-M		2025-02-19	IEEE
6C:47:80:C	ZVK GmbH	MA-M		2026-02-03	IEEE
18:C3:E4:B	Cascadia Motion LLC	MA-M		2026-02-11	IEEE
6C:47:80:B	CARDIO SISTEMAS COMERCIAL E INDUSTRIAL LTDA	MA-M		2026-02-06	IEEE
6C:47:80:5	Monnit Corporation	MA-M		2026-02-13	IEEE
18:C3:E4:2	Duress Pty Ltd	MA-M		2026-02-12	IEEE
18:C3:E4:3	Proximus sp. z .o.o.	MA-M		2026-02-17	IEEE
C4:82:72:8	Shanghai Smart Logic Technology Ltd.	MA-M		2026-02-27	IEEE
38:B1:4E:8	QNION Co.,Ltd	MA-M		2026-03-03	IEEE
38:B1:4E:2	Marssun	MA-M		2026-03-03	IEEE
C4:82:72:4	Melecs EWS GmbH	MA-M		2026-03-03	IEEE
38:B1:4E:A	Amissiontech Co., Ltd	MA-M		2026-03-06	IEEE
38:B1:4E:5	Brookhaven National Laboratory	MA-M		2026-03-09	IEEE
20:B3:7F:2	Aina Computers ,Inc.	MA-M		2026-03-10	IEEE
F4:A4:54:2	TRI WORKS	MA-M		2021-09-22	IEEE
20:B3:7F:1	TDK-Lambda UK	MA-M		2026-03-17	IEEE
80:1D:0D:D	802 Secure	MA-M		2026-03-20	IEEE
80:1D:0D:A	Luxshare Electronic Technology (KunShan) Ltd	MA-M		2026-03-26	IEEE
80:1D:0D:B	Syrma SGS Technology	MA-M		2026-03-24	IEEE
80:1D:0D:3	Lecoo Technology Co.,Ltd.	MA-M		2026-03-23	IEEE
80:1D:0D:E	Shanghai ReveISpark Technologies Co.,Ltd.	MA-M		2026-03-27	IEEE
20:B3:7F:0	B810 SPA	MA-M		2026-03-16	IEEE
CC:E7:DE:B	3D Computing	MA-M		2026-03-30	IEEE
80:1D:0D:1	Hörmann Warnsysteme GmbH	MA-M		2026-03-27	IEEE
CC:E7:DE:4	Fareco	MA-M		2026-03-31	IEEE
4C:6E:44:9	Chengdu Ruibitechuang Technology Co.,Ltd	MA-M		2026-04-15	IEEE
A4:4F:3E:7	Vinfast Trading and Production JSC	MA-M		2026-04-17	IEEE
A4:4F:3E:8	Neurable	MA-M		2026-04-17	IEEE
A4:4F:3E:9	LINK Group Inc.	MA-M		2026-04-16	IEEE
A4:4F:3E:5	Mobilint	MA-M		2026-04-23	IEEE
F8:C9:D6:D	Fortis Medical Devices LTD	MA-M		2026-05-01	IEEE
F8:C9:D6:8	Miri Technologies, Inc	MA-M		2026-04-27	IEEE
F8:C9:D6:4	Active Research Limited	MA-M		2026-05-06	IEEE
F8:75:28:5	NORBIT ASA	MA-M		2026-05-08	IEEE
F8:75:28:A	Siact Hinton (Beijing) Intelligent Control Technology Co., Ltd.	MA-M		2026-05-12	IEEE
F8:75:28:2	Lyte AI	MA-M		2026-05-12	IEEE
F8:75:28:4	Annapurna labs	MA-M		2026-05-08	IEEE
0C:0E:C1:6	COGITO TECH COMPANY LIMITED	MA-M		2026-05-15	IEEE
0C:0E:C1:3	Lupa Tecnologia e Sistemas Ltda	MA-M		2026-05-15	IEEE
0C:0E:C1:9	GO.N.GO Ltd	MA-M		2026-05-18	IEEE
A0:24:90:B	Tauro Technologies	MA-M		2026-05-26	IEEE
0C:0E:C1:E	t0.technology Inc.	MA-M		2026-05-26	IEEE
0C:0E:C1:2	MTS Systems Corp.	MA-M		2026-05-21	IEEE
A0:24:90:C	WiE GmbH - Werk für industrielle Elektronik	MA-M		2026-05-29	IEEE
74:A2:35:2	DeepSea Technologies	MA-M		2026-06-17	IEEE
50:19:11:4	Stavecho Intelligence Technology (Beijing) Co., Ltd	MA-M		2026-06-25	IEEE
74:A2:35:A	CPSpeed co., ltd.	MA-M		2026-06-25	IEEE
50:19:11:E	Northrop Grumman Italia	MA-M		2026-06-30	IEEE
